,Strain Name,Flavors
2584,Russian Roulette,"['', '', '']"
2585,Huckleberry DesStar,"['', '', '']"
2586,Lemon Sorbet #3,"['Citrus', 'Lemon', 'Earthy']"
2587,Ice Cream Cake,"['Vanilla', 'Berry', 'Sweet']"
2588,Heavenly OG,"['Earthy', 'Woody', 'Pine']"
2589,OG Strawberry Star Killer,"['', '', '']"
2590,Grape Vine,"['', '', '']"
2591,Forum Cut Cookies S1,"['', '', '']"
2592,High School Sweetheart,"['Sweet', 'Blueberry', 'Skunk']"
2593,Black Label,"['Diesel', 'Earthy', 'Pungent']"
2594,Kahavvai Mode,"['', '', '']"
2595,Banana Hammock R1,"['Sweet', 'Citrus', 'Lime']"
2596,Kush Ben Yamini,"['', '', '']"
2597,Guava Dub Star,"['', '', '']"
2598,Elevated OG,"['', '', '']"
2599,Revival,"['', '', '']"
2600,Marionberry Pie,"['Sweet', 'Berry', 'Pungent']"
2601,Face on Fire,"['', '', '']"
2602,PB Soufflé,"['Earthy', 'Pungent', 'Pine']"
2603,Sour Strawberry,"['Strawberry', 'Earthy', 'Diesel']"
2604,Lifestar,"['Ammonia', 'Diesel', 'Menthol']"
2605,Bogglegum,"['', '', '']"
2606,Mandarin Zkittlez,"['Spicy/Herbal', 'Sweet', 'Citrus']"
2607,Purple Prevention,"['', '', '']"
2608,White Dawg Fire OG,"['Ammonia', 'Diesel', 'Berry']"
2609,Mandarin Sunset,"['Sweet', 'Citrus', 'Orange']"
2610,Bog Blue Kush,"['Sage', 'Rose', 'Tar']"
2611,Nor Cal Purps,"['Woody', '', '']"
2612,Doc Holliday,"['', '', '']"
2613,Alion,"['', '', '']"
2614,Mike Larry,"['', '', '']"
2615,Crumbled Lime,"['', '', '']"
2616,Formula One,"['', '', '']"
2617,Coyote Art,"['', '', '']"
2618,Mag 91,"['', '', '']"
2619,Caramel Cake,"['', '', '']"
2620,M1-56,"['', '', '']"
2621,Stashsquatch,"['', '', '']"
2622,Gilz Nilz,"['Earthy', 'Sweet', 'Pungent']"
2623,Lost Coast Ghost,"['', '', '']"
2624,Chocolony,"['', '', '']"
2625,Kritikal-K,"['Sweet', 'Woody', 'Pine']"
2626,Russian Doll,"['Citrus', 'Lime', 'Lemon']"
2627,SeattleSoda,"['Earthy', 'Pine', 'Grape']"
2628,Sweet Hawaiian Tangie Banana,"['Ammonia', 'Sweet', 'Citrus']"
2629,Red Velvet Pie,"['Sweet', '', '']"
2630,F’n louZER,"['Diesel', 'Earthy', 'Pungent']"
2631,Sunlight Skunk,"['', '', '']"
2632,Lennon,"['Honey', 'Vanilla', 'Spicy/Herbal']"
2633,Bronze Whaler,"['', '', '']"
2634,CBD Rich Blessing,"['', '', '']"
2635,Lost Sierra Night Nurse,"['Diesel', 'Sweet', 'Chemical']"
2636,Bermuda Sour,"['Diesel', 'Sweet', 'Citrus']"
2637,Chocolate Tonic,"['', '', '']"
2638,Bootlegger,"['Earthy', 'Pungent', 'Sweet']"
2639,Chocoholic,"['Vanilla', '', '']"
2640,Sidetracked,"['Pepper', 'Earthy', 'Diesel']"
2641,Black Cheese,"['Earthy', 'Pungent', 'Cheese']"
2642,Biker Kush,"['Spicy/Herbal', 'Lemon', 'Woody']"
2643,Mimosa,"['Citrus', 'Sweet', 'Orange']"
2644,Wabanaki,"['Earthy', 'Spicy/Herbal', 'Pine']"
2645,AK-49,"['Earthy', 'Pungent', 'Woody']"
2646,G.1000,"['', '', '']"
2647,La Blanca Gold,"['Earthy', 'Coffee', '']"
2648,The Real McCoy,"['Sweet', 'Berry', 'Citrus']"
2649,Blue Iguana,"['Blueberry', 'Spicy/Herbal', 'Citrus']"
2650,Medical 49,"['', '', '']"
2651,Magellan,"['Diesel', 'Berry', 'Strawberry']"
2652,Boss OG,"['Earthy', 'Diesel', 'Flowery']"
2653,California Love OG,"['Citrus', 'Tropical', 'Pine']"
2654,Starman,"['Spicy/Herbal', '', '']"
2655,Humboldt Hawaiian,"['Spicy/Herbal', 'Sweet', 'Berry']"
2656,Nectarine Lips,"['Orange', 'Citrus', 'Sweet']"
2657,Nanas Fix,"['Flowery', 'Diesel', 'Tea']"
2658,Chef Kush,"['Sweet', 'Berry', 'Blueberry']"
2659,The Boss,"['', '', '']"
2660,Jah Goo,"['Skunk', 'Berry', 'Diesel']"
2661,Monkey Thunder,"['', '', '']"
2662,Deep Breath,"['Diesel', 'Berry', 'Nutty']"
2663,Black Lotus,"['', '', '']"
2664,Sour Power OG,"['Ammonia', 'Menthol', '']"
2665,Road Dawg,"['Citrus', 'Lemon', 'Flowery']"
2666,Dutch Dynasty,"['Tobacco', 'Chemical', '']"
2667,Orangutang,"['Citrus', 'Earthy', 'Diesel']"
2668,Agharta,"['', '', '']"
2669,Rise n Shine,"['', '', '']"
2670,Brian Berry Honey Lemon,"['', '', '']"
2671,Cherry Vanilla Cookies,"['Sweet', 'TreeFruit', 'Earthy']"
2672,CloudCap,"['', '', '']"
2673,Hammershark,"['', '', '']"
2674,Blessings OG,"['', '', '']"
