,Strain Name,Feelings,Type,Cannabinoids,Rating,Rating Users,Left Parent,Right Parent,Left Child,Right Child
2154,Lucy,"{'Feelings': ['Relaxed ', 'Uplifted ', 'Happy ', 'Sleepy ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', None, None, None], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Inflammation ', 'Muscle spasms ']}",Hybrid,"{'THC': '5%', 'CBD': '9%', 'CBG': None}",4.4,38,LA Confidential,N/A,,
2155,Alien Dawg,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Happy ', 'Sleepy ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Insomnia ', 'Depression ']}",Indica,"{'THC': '17%', 'CBD': '—', 'CBG': None}",4.3,241,Alien Technology,N/A,Alien Cookies,Alien Kush
2156,Sweet Pink Grapefruit,"{'Feelings': ['Uplifted ', 'Tingly ', 'Talkative ', 'Relaxed ', 'Happy '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Fatigue ', 'Nausea ', 'Stress ', 'Anxiety ']}",Hybrid,"{'THC': '18%', 'CBD': '—', 'CBG': None}",4.7,3,,,,
2157,White Sangria,"{'Feelings': ['Relaxed ', 'Uplifted ', 'Happy ', 'Euphoric ', 'Focused '], 'Negatives': ['Dry mouth ', 'Paranoid ', 'Anxious ', 'Dizzy ', 'Dry eyes '], 'Helps with': ['Anxiety ', 'Stress ', 'Depression ', 'Fatigue ', 'ADD']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,26,Tahoe Hydro OG,N/A,,
2158,Cookie Fam Sherbert,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",,,,,,
2159,Newberry,"{'Feelings': ['Sleepy ', 'Relaxed ', 'Euphoric ', None, None], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Depression ', 'Insomnia ', None, None, None]}",Hybrid,"{'THC': '14%', 'CBD': None, 'CBG': '1%'}",5.0,2,Blueberry,N/A,,
2160,Endless Sky,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Sleepy ', 'Talkative '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Stress ', 'Anxiety ', 'Lack of appetite ', 'Depression ', 'Insomnia ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",4.6,25,,,,
2161,True X,"{'Feelings': ['Uplifted ', 'Focused ', 'Sleepy ', 'Relaxed ', 'Euphoric '], 'Negatives': ['Anxious ', 'Paranoid ', None, None, None], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Fatigue ', 'Insomnia ']}",Indica,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",3.0,4,True OG,C4,,
2162,Skunk Dawg,"{'Feelings': ['Happy ', 'Relaxed ', 'Uplifted ', 'Focused ', 'Euphoric '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Paranoid ', 'Dizzy '], 'Helps with': ['Anxiety ', 'Stress ', 'Depression ', 'ADD', 'PTSD ']}",Sativa,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",4.4,34,Chemdawg,Super Skunk,,
2163,Tally Mon,"{'Feelings': ['Uplifted ', 'Relaxed ', 'Euphoric ', 'Talkative ', 'Hungry '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Anxiety ', 'Lack of appetite ', 'Pain ', 'Stress ']}",Hybrid,"{'THC': '21%', 'CBD': '—', 'CBG': None}",4.6,8,Papaya,N/A,,
2164,The Wills,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': ['Headaches ', None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,3,Willy's Wonder,N/A,,
2165,Satsuma,"{'Feelings': ['Uplifted ', 'Relaxed ', 'Happy ', 'Euphoric ', None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.7,3,Snow Lotus,N/A,,
2166,Cirrus,"{'Feelings': ['Uplifted ', 'Talkative ', 'Happy ', 'Euphoric ', 'Giggly '], 'Negatives': ['Anxious ', 'Dry eyes ', 'Dry mouth ', 'Headache ', 'Paranoid '], 'Helps with': ['Depression ', 'Headaches ', 'Stress ', 'Fatigue ', 'Inflammation ']}",Sativa,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,9,Granddaddy Purple,Platinum Cookies,,
2167,Chem Sour Face,"{'Feelings': ['Uplifted ', 'Talkative ', 'Happy ', 'Focused ', 'Energetic '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Stress ', None, None, None]}",,"{'THC': '22%', 'CBD': None, 'CBG': '1%'}",5.0,1,,,,
2168,Zelly’s Gift,"{'Feelings': ['Happy ', 'Uplifted ', 'Euphoric ', 'Energetic ', 'Relaxed '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', None, None], 'Helps with': ['Depression ', 'Stress ', 'Headaches ', 'Anxiety ', 'Fatigue ']}",Sativa,"{'THC': '15%', 'CBD': None, 'CBG': '1%'}",4.7,30,Jack Herer,Super Lemon Haze,,
2169,Glad Max,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Uplifted ', 'Happy ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', None], 'Helps with': ['Stress ', 'Pain ', 'Depression ', 'Anxiety ', 'Fatigue ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.3,33,Caramelicious,N/A,,
2170,Caramella,"{'Feelings': ['Euphoric ', 'Sleepy ', 'Relaxed ', 'Aroused ', 'Hungry '], 'Negatives': ['Dry eyes ', 'Dizzy ', None, None, None], 'Helps with': ['Insomnia ', 'Pain ', 'Depression ', 'Eye pressure ', 'Spasticity ']}",Indica,"{'THC': '12%', 'CBD': None, 'CBG': '1%'}",4.6,8,,,,
2171,Motor Cake,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,1,,,,
2172,Pineapple Diesel,"{'Feelings': ['Uplifted ', 'Happy ', 'Euphoric ', 'Energetic ', 'Talkative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Headache '], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Pain ', 'Fatigue ']}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.2,107,,,,
2173,Urkle Train Haze,"{'Feelings': ['Happy ', 'Relaxed ', 'Euphoric ', 'Uplifted ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', None], 'Helps with': ['Pain ', 'Nausea ', 'Stress ', 'Depression ', 'Anxiety ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.8,52,Ghost Train Haze,Purple Urkle,,
2174,Star Ox,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '18%', 'CBD': '—', 'CBG': None}",,,,,,
2175,Atomical Haze,"{'Feelings': ['Happy ', 'Relaxed ', 'Talkative ', 'Euphoric ', 'Energetic '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Dizzy ', None, None], 'Helps with': ['Depression ', 'Pain ', 'Stress ', 'Anxiety ', 'Eye pressure ']}",Sativa,"{'THC': None, 'CBD': None, 'CBG': None}",4.4,25,Haze,South Indian Indica,,
2176,Ill OG,"{'Feelings': ['Relaxed ', 'Happy ', 'Sleepy ', 'Giggly ', 'Euphoric '], 'Negatives': ['Dry eyes ', 'Dry mouth ', None, None, None], 'Helps with': ['Depression ', 'Eye pressure ', 'Inflammation ', 'Insomnia ', 'Lack of appetite ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",4.6,10,True OG,N/A,,
2177,Skins Skunk,"{'Feelings': ['Relaxed ', 'Hungry ', 'Happy ', 'Giggly ', 'Euphoric '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Cramps ', 'Muscle spasms ', 'Pain ', 'Stress ', 'Anxiety ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,2,Afgoo,N/A,,
2178,Absinthe,"{'Feelings': ['Uplifted ', 'Talkative ', 'Hungry ', 'Happy ', 'Giggly '], 'Negatives': ['Anxious ', 'Headache ', None, None, None], 'Helps with': ['Depression ', 'Lack of appetite ', 'Nausea ', 'Stress ', 'Anxiety ']}",Hybrid,"{'THC': '17%', 'CBD': '—', 'CBG': None}",3.5,2,GG4,N/A,,
2179,Banana Mango,"{'Feelings': ['Tingly ', 'Relaxed ', 'Happy ', 'Euphoric ', None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.5,2,Blueberry Muffin,Banana OG,,
2180,Tahoe OG,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Happy ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Headache '], 'Helps with': ['Stress ', 'Pain ', 'Insomnia ', 'Anxiety ', 'Depression ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.4,1370,OG Kush,SFV OG Kush,Alien OG,White Tahoe Cookies
2181,Purple Widow,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Giggly ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Paranoid '], 'Helps with': ['Pain ', 'Depression ', 'Stress ', 'Anxiety ', 'Fatigue ']}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.5,40,White Widow,N/A,,
2182,Cosmos,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '4%', 'CBD': '8%', 'CBG': None}",5.0,1,,,,
2183,SnowLAnd,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Headache '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Depression ', 'PTSD ']}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.7,55,LA Confidential,Snowcap,,
2184,Chernobyl,"{'Feelings': ['Happy ', 'Uplifted ', 'Euphoric ', 'Relaxed ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Anxiety ', 'Fatigue ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.3,806,Trainwreck,Jack the Ripper,Duke Nukem,Sweet Berry
2185,Captain's Cake,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Headache ', None, None], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Anxiety ', 'PTSD ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.7,96,GSC,White Fire Alien OG,,
2186,Banana Rainbow,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
2187,The Fuzz,"{'Feelings': ['Uplifted ', 'Talkative ', 'Energetic ', None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.7,3,Chem 91,Appalachia,,
2188,Romulawi Glue,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
2189,Purple Swish,"{'Feelings': ['Happy ', 'Sleepy ', 'Relaxed ', 'Giggly ', 'Euphoric '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Cramps ', 'Depression ', 'Inflammation ', 'Insomnia ', 'Pain ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,6,Purple Urkle,Rare Dankness #1,,
2190,Chocolate Kush,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Headache '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Insomnia ', 'Depression ']}",Indica,"{'THC': '19%', 'CBD': '—', 'CBG': None}",4.5,81,Mazar I Sharif,N/A,Truffle Butter,Chocolate Hashberry
2191,Barryaire,"{'Feelings': ['Tingly ', 'Relaxed ', 'Focused ', 'Creative ', 'Uplifted '], 'Negatives': ['Dry eyes ', 'Dry mouth ', None, None, None], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Lack of appetite ', 'Pain ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.3,8,,,,
2192,Sergerbloom Haze,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
2193,Critical Kali Mist,"{'Feelings': ['Uplifted ', 'Euphoric ', 'Happy ', 'Tingly ', 'Relaxed '], 'Negatives': ['Dry mouth ', 'Dizzy ', 'Paranoid ', None, None], 'Helps with': ['Depression ', 'Stress ', 'ADD', 'Anxiety ', 'Eye pressure ']}",Sativa,"{'THC': '18%', 'CBD': '—', 'CBG': None}",4.3,21,Critical Mass,Kali Mist,,
2194,Don Carlos,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Creative '], 'Negatives': ['Dry eyes ', 'Dry mouth ', None, None, None], 'Helps with': ['Depression ', 'Fatigue ', 'Stress ', 'Anxiety ', 'Headaches ']}",Hybrid,"{'THC': '26%', 'CBD': None, 'CBG': '1%'}",4.9,8,Blackberry Kush,Humboldt Sour Diesel,,
2195,Las Vegas Purple Kush BX,"{'Feelings': ['Happy ', 'Sleepy ', 'Relaxed ', 'Euphoric ', 'Uplifted '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Stress ', 'Insomnia ', 'Lack of appetite ', 'Pain ', 'Anxiety ']}",Indica,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",4.8,8,Sin City Kush,N/A,,
2196,Critical Orange Punch,"{'Feelings': ['Uplifted ', 'Relaxed ', 'Hungry ', 'Happy ', 'Euphoric '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Muscle spasms ', None, None, None, None]}",,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",5.0,1,,,,
2197,Swiss Bliss,"{'Feelings': ['Euphoric ', 'Happy ', 'Giggly ', 'Tingly ', 'Talkative '], 'Negatives': ['Dizzy ', 'Dry eyes ', 'Dry mouth ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Pain ', 'Insomnia ']}",Hybrid,"{'THC': '13%', 'CBD': '—', 'CBG': None}",3.8,13,,,,
2198,Kitchen Sink,"{'Feelings': ['Relaxed ', 'Happy ', 'Focused ', 'Euphoric ', 'Energetic '], 'Negatives': ['Dizzy ', None, None, None, None], 'Helps with': ['Depression ', 'Headaches ', 'Insomnia ', 'Nausea ', 'Pain ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.8,8,GMO Cookies,Sundae Driver,,
2199,Rolls Choice,"{'Feelings': ['Happy ', 'Relaxed ', 'Euphoric ', 'Uplifted ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Paranoid '], 'Helps with': ['Pain ', 'Stress ', 'Depression ', 'Anxiety ', 'Inflammation ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.7,58,OG Kush,Chemdawg,,
2200,Satori,"{'Feelings': ['Uplifted ', 'Euphoric ', 'Happy ', 'Creative ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Dizzy ', 'Anxious '], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Insomnia ', 'Pain ']}",Hybrid,"{'THC': '15%', 'CBD': '—', 'CBG': None}",4.1,69,Lucid Dream,N/A,Holy Ghost,Strawberry Satori
2201,Gold Leaf,"{'Feelings': ['Tingly ', 'Sleepy ', 'Relaxed ', None, None], 'Negatives': [None, None, None, None, None], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', None, None]}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.7,3,,,,
2202,BTY OG,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Indica,"{'THC': '21%', 'CBD': '—', 'CBG': None}",3.7,3,,,,
2203,Sweet Amnesia Haze,"{'Feelings': ['Happy ', 'Euphoric ', 'Uplifted ', 'Relaxed ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', None, None, None], 'Helps with': ['Depression ', 'Stress ', 'ADD', 'Fatigue ', 'Lack of appetite ']}",Sativa,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,4,Amnesia Haze,N/A,,
2204,Golden State Banana,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', None], 'Helps with': ['Insomnia ', 'Stress ', 'Lack of appetite ', 'Nausea ', 'Pain ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",4.6,25,Banana Kush,Ghost OG,,
2205,Confetti Cake,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",5.0,1,,,,
2206,Master Kush,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Sleepy ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Headache '], 'Helps with': ['Stress ', 'Pain ', 'Anxiety ', 'Insomnia ', 'Depression ']}",Indica,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.3,1761,Hindu Kush,N/A,Platinum OG,Lemon Kush
2207,Lilac Diesel,"{'Feelings': ['Happy ', 'Uplifted ', 'Relaxed ', 'Euphoric ', 'Focused '], 'Negatives': ['Dizzy ', 'Dry mouth ', 'Anxious ', 'Headache ', 'Paranoid '], 'Helps with': ['Depression ', 'Anxiety ', 'Stress ', 'Pain ', 'Fatigue ']}",Hybrid,"{'THC': '22%', 'CBD': None, 'CBG': '3%'}",4.6,70,,,,
2208,Rip City Purps,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Uplifted ', 'Tingly ', 'Sleepy '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Cramps ', 'Depression ', 'Pain ', 'Anxiety ', 'PMS ']}",Indica,"{'THC': '18%', 'CBD': '—', 'CBG': None}",4.6,9,Purple Urkle,Sin City Kush,,
2209,Lemon Slush,"{'Feelings': ['Relaxed ', None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': ['Insomnia ', 'Anxiety ', None, None, None]}",Hybrid,"{'THC': '18%', 'CBD': '—', 'CBG': None}",4.5,4,,,,
2210,True Glue,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '19%', 'CBD': '—', 'CBG': None}",,,,,,
2211,Mint Milano,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '20%', 'CBD': None, 'CBG': '2%'}",,,,,,
2212,Purple Sunset,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dizzy ', None, None, None], 'Helps with': ['Anxiety ', 'PTSD ', 'Depression ', 'Pain ', 'Stress ']}",Indica,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.6,46,,,,
2213,Doox,"{'Feelings': ['Uplifted ', 'Energetic ', 'Happy ', 'Focused ', None], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Fatigue ', 'Inflammation ', 'Muscle spasms ', 'Pain ', None]}",Sativa,"{'THC': None, 'CBD': None, 'CBG': None}",4.4,5,Chemdawg,Purple Cow,,
2214,Purple Urkle,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Happy ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Headache '], 'Helps with': ['Stress ', 'Insomnia ', 'Pain ', 'Anxiety ', 'Depression ']}",Indica,"{'THC': '16%', 'CBD': '—', 'CBG': None}",4.3,1234,Mendocino Purps,N/A,Granddaddy Purple,Lavender Jones
2215,Gorilla Snacks,"{'Feelings': ['Relaxed ', 'Hungry ', 'Happy ', 'Giggly ', 'Euphoric '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', None], 'Helps with': ['Lack of appetite ', 'Nausea ', 'Pain ', 'Stress ', 'Muscle spasms ']}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.6,21,GG4,Scooby Snacks,,
2216,Sour Bubba,"{'Feelings': ['Happy ', 'Euphoric ', 'Uplifted ', 'Relaxed ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', None, None, None], 'Helps with': ['Depression ', 'Stress ', 'Anxiety ', 'Insomnia ', 'Pain ']}",Indica,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",4.7,30,Sour Diesel,Bubba Kush,,
2217,Blueberry Pancakes,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', None, None, None], 'Helps with': ['Stress ', 'Pain ', 'Anxiety ', 'Depression ', 'PTSD ']}",Hybrid,"{'THC': '20%', 'CBD': '—', 'CBG': None}",4.5,52,DJ Short Blueberry,N/A,,
2218,Power Wreck,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",,,,,,
2219,Ghosts of Mujahdeen,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
2220,Samoas,"{'Feelings': ['Happy ', 'Tingly ', 'Giggly ', 'Uplifted ', 'Talkative '], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",4.8,6,,,,
2221,Remo Chemo,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Hungry ', 'Uplifted '], 'Negatives': ['Dry eyes ', 'Dry mouth ', None, None, None], 'Helps with': ['Depression ', 'Inflammation ', 'Insomnia ', 'Pain ', 'Spasticity ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,5,,,,
2222,Blue Widow,"{'Feelings': ['Happy ', 'Relaxed ', 'Euphoric ', 'Uplifted ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Depression ', 'Insomnia ']}",Hybrid,"{'THC': '15%', 'CBD': None, 'CBG': '1%'}",4.1,396,White Widow,Blueberry,,
2223,Blue Dream CBD,"{'Feelings': ['Uplifted ', 'Happy ', 'Relaxed ', 'Focused ', 'Euphoric '], 'Negatives': ['Dry mouth ', 'Headache ', None, None, None], 'Helps with': ['Stress ', 'Pain ', 'Depression ', 'Anxiety ', 'Cramps ']}",Hybrid,"{'THC': '17%', 'CBD': '—', 'CBG': None}",4.7,19,Blue Dream,N/A,,
2224,Pie Tree,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,Lemon Tree,Pie 95,,
2225,Sour Cherries,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",5.0,1,,,,
2226,Waldo,"{'Feelings': ['Tingly ', 'Hungry ', 'Euphoric ', 'Creative ', 'Uplifted '], 'Negatives': ['Dizzy ', 'Headache ', 'Paranoid ', None, None], 'Helps with': ['Anxiety ', 'Nausea ', 'Pain ', 'PMS ', 'Depression ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",3.1,7,,,,
2227,Kronocaine,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
2228,Lemon Puff,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
2229,Divorce Cake,"{'Feelings': ['Uplifted ', 'Relaxed ', 'Sleepy ', 'Happy ', 'Giggly '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Eye pressure ', 'Stress ', 'Glaucoma ', None, None]}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.6,13,Wedding Cake,White Widow,,
2230,Phantom Arrow,"{'Feelings': ['Relaxed ', 'Happy ', 'Focused ', 'Uplifted ', 'Tingly '], 'Negatives': ['Dry mouth ', 'Headache ', None, None, None], 'Helps with': ['Headaches ', 'Inflammation ', 'Pain ', 'Stress ', 'Fatigue ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,3,Pink Champagne,Purple Arrow,,
2231,Ebola #7,"{'Feelings': ['Talkative ', 'Creative ', 'Uplifted ', 'Relaxed ', 'Energetic '], 'Negatives': ['Anxious ', 'Dry eyes ', 'Dry mouth ', 'Paranoid ', None], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Anxiety ', 'Insomnia ']}",Hybrid,"{'THC': '30%', 'CBD': None, 'CBG': '1%'}",4.6,14,GSC,SFV OG,,
