Strain Name,Type,Rating,Rating Users,Left Parent,Right parent,Left Child,Right Child,Feeling_1,Feeling_2,Feeling_3,Feeling_4,Feeling_5,Negative_1,Negative_2,Negative_3,Negative_4,Negative_5,Helps with_1,Helps with_2,Helps with_3,Helps with_4,Helps with_5,THC,CBD,CBG
Martian Candy,Hybrid,4.6,33,OG Kush,N/A,,,Relaxed,Happy,Uplifted,Euphoric,Creative,Dry,Dry,Anxious,Paranoid,,Anxiety,Stress,Depression,Fatigue,Insomnia,22%,—,
White 99,Hybrid,4.6,157,Cinderella 99,The White,,,Euphoric,Relaxed,Uplifted,Happy,Focused,Dry,Dry,Anxious,Dizzy,Paranoid,Depression,Stress,Anxiety,PTSD,Fatigue,22%,—,
Somango Widow,Hybrid,,,Somango,N/A,,,,,,,,,,,,,,,,,,19%,—,
Kill Bill,Hybrid,4.5,19,Willy's Wonder,Killer Queen,,,Relaxed,Euphoric,Hungry,Happy,Sleepy,Dry,Headache,,,,Stress,Eye,Headaches,Anxiety,Lack,,,
Mendo Supremo,Hybrid,4.5,2,Mendo Montage,Mendo Queen,,,Relaxed,Giggly,Euphoric,Creative,,,,,,,,,,,,18%,,1%
Asian Fantasy,Sativa,4.2,55,,,,,Creative,Uplifted,Happy,Euphoric,Energetic,Dry,Dry,Dizzy,Anxious,Headache,Stress,Depression,Anxiety,Headaches,Pain,,,
Space Gold,,,,,,,,,,,,,,,,,,,,,,,16%,,1%
Deep Breath,Hybrid,5.0,3,,,,,Happy,Energetic,Creative,Uplifted,Tingly,Dry,,,,,,,,,,17%,,1%
Super Silver Hash Plant,Hybrid,5.0,4,Super Silver Haze,N/A,,,Uplifted,Happy,Energetic,Tingly,Hungry,Depression,Lack,Stress,,,,,,,,,,
Ace High,Hybrid,4.4,11,Stardawg,Lemon G,,,Happy,Relaxed,Uplifted,Talkative,Hungry,Dry,,,,,Cramps,Depression,Headaches,Inflammation,Insomnia,1%,11%,
Chem Jong Ill,Hybrid,5.0,3,Chem 4,N/A,,,Uplifted,Talkative,Happy,Euphoric,Energetic,Dry,,,,,ADD,Anxiety,,,,,,
SFV Dawg,,,,,,,,,,,,,,,,,,,,,,,,,
Krakatoa,Hybrid,4.0,2,Mau-Mau,N/A,,,Euphoric,Energetic,Uplifted,Sleepy,Hungry,Dry,Dry,,,,Insomnia,Muscle,Pain,Stress,Anxiety,,,
Mossimo OG,Indica,4.2,11,,,,,Relaxed,Happy,Euphoric,Uplifted,Giggly,Dry,,,,,Depression,Pain,Nausea,Stress,Cramps,21%,—,
Anti Corona,,,,,,,,,,,,,,,,,,,,,,,,,
Dream Girl,Hybrid,4.4,8,Blue Dream,GSC,,,Happy,Talkative,Energetic,Uplifted,Tingly,Dry,Anxious,Dizzy,Dry,Paranoid,Depression,Headaches,Stress,,,13%,—,
Bomb Pop,,4.0,1,,,,,,,,,,,,,,,,,,,,17%,,1%
Lifted OG,,,,,,,,,,,,,,,,,,,,,,,22%,,1%
Wizard Punch,,5.0,1,,,,,,,,,,,,,,,,,,,,,,
Extreme OG,Indica,4.9,19,Fire OG,Green Ribbon,,,Relaxed,Sleepy,Hungry,Happy,Euphoric,Dry,Dry,Dizzy,,,Pain,Stress,Insomnia,Lack,Fatigue,19%,—,
Dragon OG,Hybrid,4.5,35,OG Kush,Red Dragon,,,Relaxed,Happy,Uplifted,Euphoric,Creative,Dry,Dizzy,Paranoid,Dry,,Pain,Stress,Depression,Headaches,PTSD,18%,,1%
Rae Bae,Indica,5.0,2,,,,,,,,,,,,,,,,,,,,,,
Rawtton,Hybrid,4.3,3,Mandarin Sunset,N/A,,,Euphoric,Relaxed,Hungry,Focused,,,,,,,,,,,,17%,,1%
African,Sativa,3.7,47,,,,,Happy,Euphoric,Energetic,Uplifted,Creative,Dry,Dry,Paranoid,Headache,Anxious,Lack,Depression,Fatigue,Stress,Insomnia,13%,—,
Big Holy Nina,Hybrid,4.0,2,,,,,Talkative,Sleepy,Relaxed,Creative,,Dry,,,,,Insomnia,Pain,Stress,Anxiety,,,,
Silverback Gorilla,Indica,4.5,154,,,,,Relaxed,Sleepy,Euphoric,Happy,Uplifted,Dry,Dry,Dizzy,Paranoid,Anxious,Insomnia,Stress,Pain,Depression,Anxiety,18%,—,
Experimental Cookies,,,,,,,,,,,,,,,,,,,,,,,,,
The Bizz,,4.0,1,,,,,,,,,,,,,,,,,,,,24%,—,
Blue Dream,Hybrid,4.3,13748,Blueberry,Haze,Jager,Dream Queen,Happy,Euphoric,Relaxed,Uplifted,Creative,Dry,Dry,Paranoid,Dizzy,Headache,Stress,Anxiety,Depression,Pain,Insomnia,18%,—,
Formula One,Hybrid,4.3,3,,,,,Focused,Euphoric,Energetic,Creative,,Dry,Dry,,,,Pain,Cramps,Depression,Insomnia,Lack,,,
Atomic Apple,Hybrid,4.8,4,,,,,Energetic,,,,,PTSD,,,,,,,,,,,,
Boombaye,Hybrid,5.0,2,Mickey Kush,N/A,,,Uplifted,Talkative,Relaxed,Hungry,Happy,Dizzy,Dry,Dry,,,,,,,,,,
Crazy Glue,Hybrid,4.5,13,GG4,N/A,,,Relaxed,Happy,Sleepy,Tingly,Uplifted,Dizzy,Dry,Dry,Headache,,Migraines,Depression,Insomnia,Stress,Anxiety,21%,,1%
Starry Night,Hybrid,4.7,23,,,,,Happy,Euphoric,Uplifted,Relaxed,Focused,Dry,,,,,Stress,Depression,Anxiety,Pain,Fatigue,,,
Kings Banner,Hybrid,4.7,7,,,,,Relaxed,Happy,Hungry,Tingly,Sleepy,Depression,Insomnia,Anxiety,,,,,,,,18%,,1%
Strawberry,Sativa,4.3,188,,,,,Happy,Uplifted,Euphoric,Energetic,Relaxed,Dry,Dry,Headache,Dizzy,Paranoid,Stress,Anxiety,Depression,Pain,Insomnia,14%,—,
MandMs,,,,,,,,,,,,,,,,,,,,,,,18%,,1%
Ice Cream,Hybrid,4.2,205,,,,,Relaxed,Happy,Euphoric,Uplifted,Hungry,Dry,Dry,Dizzy,Paranoid,Anxious,Stress,Depression,Anxiety,Pain,Insomnia,18%,,1%
Black Tuna,Hybrid,4.5,197,Lamb's Bread,Herijuana,,,Relaxed,Happy,Euphoric,Sleepy,Uplifted,Dry,Dry,Dizzy,Anxious,Headache,Pain,Stress,Anxiety,Insomnia,Depression,14%,—,
5 Pound Hammer,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Moose and Lobsta,Sativa,4.8,82,,,,,Happy,Uplifted,Energetic,Euphoric,Creative,Dry,Dizzy,Dry,Headache,Paranoid,Stress,Depression,Pain,Anxiety,Migraines,22%,,1%
Tropicana Kush,Hybrid,5.0,4,,,,,Uplifted,Relaxed,Happy,Euphoric,,,,,,,,,,,,16%,,1%
Doc’s OG,Hybrid,4.6,25,Face Off OG,Rare Dankness #1,,,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry,Dry,,,,Anxiety,Pain,Stress,Depression,Insomnia,17%,,1%
Skunk Hero,Hybrid,4.5,13,,,,,Euphoric,Relaxed,Uplifted,Tingly,Sleepy,Dizzy,Dry,,,,Depression,Stress,Cramps,Insomnia,Lack,,,
Petro Chem,Hybrid,4.8,4,GG4,Moonbow,,,Happy,Euphoric,Sleepy,Relaxed,Giggly,Stress,Depression,Fatigue,Headaches,Inflammation,,,,,,26%,,1%
White Funk,Hybrid,4.0,1,Sour Diesel,White Kush,,,,,,,,,,,,,,,,,,24%,,2%
Huckleberries,Hybrid,5.0,3,Zkittlez,N/A,,,Relaxed,Hungry,Happy,Giggly,Euphoric,Dry,,,,,Depression,Eye,Headaches,Insomnia,Lack,,,
FPOG,Hybrid,4.4,918,Green Ribbon,N/A,Sundae Driver,Sour Pebbles,Happy,Euphoric,Uplifted,Relaxed,Giggly,Dry,Dry,Dizzy,Paranoid,Anxious,Stress,Anxiety,Depression,Pain,Insomnia,18%,,1%
Lazy Train,Hybrid,,,Lavender,Qrazy Train,,,,,,,,,,,,,,,,,,18%,,1%
Gooberry,Indica,4.4,51,Blueberry,Afgoo,,,Relaxed,Happy,Euphoric,Sleepy,Hungry,Dry,Dry,Anxious,Headache,,Anxiety,Stress,Pain,Depression,Insomnia,16%,,1%
Dream Lotus,Hybrid,4.2,55,Blue Dream,Snow Lotus,,,Happy,Relaxed,Uplifted,Focused,Euphoric,Dry,Anxious,Dizzy,Headache,Paranoid,Stress,Depression,Anxiety,Pain,ADD,16%,—,
Macho,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry Haze,Sativa,4.5,28,Blackberry,Lime Haze,,,Happy,Relaxed,Uplifted,Energetic,Creative,Dry,Dry,Paranoid,,,Depression,Stress,Anxiety,Pain,Fatigue,19%,,1%
American Kush,Indica,4.8,20,Pre-98 Bubba Kush,Sin City Kush,,,Relaxed,Happy,Tingly,Sleepy,Euphoric,Dry,Dry,Anxious,Dizzy,Headache,Pain,Headaches,Muscle,Stress,Insomnia,19%,,1%
Damnesia,Hybrid,4.3,12,Amnesia Haze,N/A,,,Relaxed,Happy,Uplifted,Hungry,Euphoric,Dry,Dry,Headache,Anxious,Dizzy,Stress,Depression,Fatigue,Lack,Pain,,,
Fat Nelson,Hybrid,4.5,8,Gupta Kush,Sour Willie,,,Euphoric,Happy,Uplifted,Creative,Talkative,Dry,Headache,,,,Stress,ADD,Anxiety,Fatigue,Muscle,,,
Papaya Sorbet,,5.0,1,,,,,Uplifted,Sleepy,Relaxed,,,,,,,,,,,,,,,
Jack OG,Hybrid,,,,,,,,,,,,,,,,,,,,,,20%,,1%
Patty Cake,,,,,,,,,,,,,,,,,,,,,,,,,
Space Queen,Hybrid,4.4,600,Cinderella 99,Romulan,Jillybean,Dream Queen,Happy,Uplifted,Euphoric,Relaxed,Creative,Dry,Dry,Dizzy,Paranoid,Headache,Stress,Depression,Anxiety,Pain,Nausea,14%,,1%
Cherry Gorilla,Hybrid,4.8,21,,,,,Happy,Relaxed,Euphoric,Uplifted,Focused,Dry,,,,,Depression,Stress,Pain,Inflammation,Anxiety,17%,,1%
Sojay Haze,Sativa,4.6,103,BC Big Bud,N/A,,,Happy,Uplifted,Energetic,Euphoric,Creative,Dry,Dry,Anxious,Dizzy,Paranoid,Depression,Fatigue,Anxiety,Pain,Stress,,,
Fire Alien Romulan,Hybrid,5.0,2,Romulan,Fire Alien Kush,,,Uplifted,Tingly,Sleepy,Relaxed,Euphoric,Dizzy,Paranoid,,,,Eye,Fatigue,Muscle,Pain,Spasticity,16%,—,
Agent Orange,Hybrid,4.1,1152,Jack the Ripper,Orange Velvet,Orange Zkittlez,Orange Diesel,Happy,Uplifted,Relaxed,Euphoric,Energetic,Dry,Dry,Paranoid,Dizzy,Anxious,Stress,Anxiety,Depression,Pain,Fatigue,15%,—,
Sunshine #4,Hybrid,4.8,86,Chem 4,Sunshine Daydream,,,Relaxed,Uplifted,Happy,Euphoric,Talkative,Dry,Dry,Anxious,Paranoid,Dizzy,Stress,Pain,Depression,Anxiety,Headaches,23%,—,
Buckeye Purple,Indica,4.6,25,Granddaddy Purple,N/A,,,Relaxed,Sleepy,Happy,Euphoric,Hungry,Dizzy,,,,,Insomnia,Pain,Anxiety,Inflammation,Muscle,16%,,1%
Hawaiian Purple Kush,Indica,4.5,40,Purple Kush,Hawaiian,,,Relaxed,Happy,Giggly,Hungry,Uplifted,Dry,Dry,Anxious,Dizzy,Paranoid,Stress,Insomnia,Pain,Lack,Anxiety,15%,,1%
Citrus Glueroy,,,,,,,,,,,,,,,,,,,,,,,19%,—,
Choco Grape Diesel,,3.0,1,,,,,,,,,,,,,,,,,,,,,,
Golden Gage,Hybrid,4.4,7,Golden Goat,N/A,,,Happy,Uplifted,Relaxed,Energetic,Talkative,Dry,,,,,Depression,Stress,Anxiety,PTSD,Fatigue,21%,,1%
Grandpa’s Breath,Indica,4.6,47,,,,,Relaxed,Euphoric,Sleepy,Uplifted,Happy,Dry,Dry,Headache,,,Stress,Anxiety,Pain,Insomnia,Depression,19%,,1%
3 Bears OG,Indica,4.6,12,Triangle Kush,N/A,,,Relaxed,Happy,Sleepy,Hungry,Giggly,Lack,Pain,Stress,Insomnia,Muscle,,,,,,17%,,1%
Rockstar Kush,Indica,4.2,90,Bubba Kush,Rockstar,,,Relaxed,Happy,Sleepy,Hungry,Euphoric,Dry,Dry,Headache,Paranoid,Anxious,Stress,Insomnia,Lack,Pain,Depression,,,
818 Headband,Hybrid,3.0,2,,,,,Uplifted,Sleepy,Relaxed,Aroused,,Stress,Anxiety,PTSD,,,,,,,,19%,,1%
Yellow Zushi,Hybrid,3.7,3,,,,,Sleepy,Relaxed,Focused,Talkative,Hungry,Dry,Dry,,,,,,,,,,,
Poison Haze,Sativa,3.8,13,,,,,Energetic,Happy,Uplifted,Relaxed,Hungry,Dry,Dry,Dizzy,Headache,Paranoid,Depression,ADD,Insomnia,Nausea,Pain,,,
Blue God,Indica,4.6,164,Blueberry,God Bud,,,Relaxed,Sleepy,Happy,Euphoric,Hungry,Dry,Dry,Dizzy,Headache,Anxious,Insomnia,Pain,Stress,Depression,Anxiety,16%,—,
Mint Cake,,4.4,11,,,,,Relaxed,Euphoric,Uplifted,Tingly,Happy,Pain,Depression,Inflammation,Lack,Stress,,,,,,21%,,1%
Power Kush,Indica,4.0,120,Skunk 1,Afghani,,,Relaxed,Happy,Euphoric,Sleepy,Uplifted,Dry,Dry,Dizzy,Headache,Paranoid,Stress,Pain,Anxiety,Depression,Insomnia,17%,,1%
African Orange Glue,Hybrid,,,,,,,,,,,,,,,,,,,,,,16%,,1%
Holy Roller,Hybrid,4.8,16,Do-Si-Dos,N/A,,,Happy,Uplifted,Relaxed,Energetic,Focused,Dry,Dry,,,,Nausea,Pain,Stress,Anxiety,PTSD,20%,,2%
Easy Bud,Hybrid,4.8,4,,,,,Relaxed,Uplifted,Sleepy,Happy,Focused,Anxious,Dry,Dry,,,Lack,Stress,Depression,ADD,Anxiety,,,
Pineapple Thai,Sativa,3.9,88,Thai,N/A,,,Happy,Uplifted,Focused,Creative,Relaxed,Dry,Dry,Dizzy,Headache,Paranoid,Stress,Pain,Depression,Anxiety,Fatigue,20%,,1%
Jabba's Stash,Hybrid,3.5,2,Bubba Kush,Snow Lotus,,,,,,,,,,,,,,,,,,,,
Chem Valley Kush,Hybrid,4.2,90,Chemdawg,SFV OG Kush,,,Uplifted,Happy,Relaxed,Euphoric,Talkative,Dry,Dry,Dizzy,Headache,Paranoid,Stress,Anxiety,Depression,Lack,Pain,20%,—,
91 Krypt,Indica,4.8,16,Chem 91,N/A,,,Relaxed,Happy,Euphoric,Sleepy,Giggly,Dizzy,Dry,Dry,,,Stress,Depression,Lack,Insomnia,Nausea,16%,,1%
French Laundry,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
White Zombie,Hybrid,4.0,68,,,,,Euphoric,Happy,Relaxed,Creative,Uplifted,Dry,Dry,Dizzy,Paranoid,Anxious,Stress,Anxiety,Pain,Depression,Migraines,,,
Critical Cheese,Hybrid,4.3,56,Cheese,Critical Plus,,,Happy,Euphoric,Uplifted,Relaxed,Energetic,Dry,Dry,Anxious,Paranoid,,Stress,Anxiety,Depression,Pain,Fatigue,16%,—,
Star Tonic,Hybrid,4.7,43,Death Star,Cannatonic,,,Relaxed,Focused,Uplifted,Happy,Creative,Dry,Dry,,,,Stress,Pain,Anxiety,Depression,Inflammation,5%,9%,
Himalayan Blackberry,Indica,4.9,22,Nepalese,North Indian,,,Sleepy,Relaxed,Happy,Euphoric,Uplifted,Dry,Dry,Dizzy,,,Stress,Insomnia,Depression,Headaches,Pain,,,
Root Beer Kush,Sativa,3.6,40,,,,,Creative,Happy,Relaxed,Euphoric,Uplifted,Dry,Dry,Anxious,Paranoid,,Anxiety,Stress,Depression,Nausea,Insomnia,,,
3P,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Punch,Sativa,4.4,104,Hawaiian,N/A,,,Happy,Euphoric,Uplifted,Relaxed,Creative,Dry,Dry,Paranoid,Anxious,Dizzy,Stress,Anxiety,Pain,Depression,Headaches,18%,,1%
Tangie Biscotti,Hybrid,4.6,55,,,,,Relaxed,Happy,Uplifted,Euphoric,Giggly,Dry,Dry,Dizzy,,,Stress,Anxiety,Depression,Pain,PTSD,25%,—,
Jamaican Lion,Sativa,4.7,27,Jamaican,N/A,,,Uplifted,Relaxed,Happy,Focused,Creative,Dry,Anxious,Dizzy,Dry,Headache,Anxiety,Stress,Pain,Depression,Muscle,8%,5%,
Modified Mints,,5.0,2,,,,,Relaxed,Uplifted,Sleepy,Happy,Euphoric,Lack,Pain,Stress,,,,,,,,,,
Butch,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Sorcerer’s Apprentice,Hybrid,5.0,2,Appalachia,N/A,,,Uplifted,Relaxed,Focused,,,Muscle,Spasticity,Stress,,,,,,,,17%,—,
Durban Kush,Hybrid,4.6,9,,,,,Happy,Relaxed,Euphoric,Creative,Energetic,Dizzy,,,,,Stress,Anxiety,Depression,Nausea,Pain,17%,,1%
Colombian Mojito,Sativa,4.5,21,,,,,Happy,Energetic,Uplifted,Focused,Euphoric,Anxious,Dizzy,Dry,Paranoid,,Depression,Stress,Anxiety,Lack,Nausea,22%,,1%
Mendo Hulk,,4.0,1,,,,,,,,,,,,,,,,,,,,18%,,1%
Short and Sweet,Hybrid,,,White Widow,AK-49,,,,,,,,,,,,,,,,,,,,
Purple Majik,Hybrid,3.5,10,Mandarin Sunset,N/A,,,Relaxed,Sleepy,Uplifted,Tingly,Happy,Anxious,Paranoid,,,,Muscle,Anxiety,Inflammation,Nausea,Pain,,,
A1,Hybrid,5.0,1,,,,,,,,,,,,,,,,,,,,19%,—,
Pike Place Purps,Hybrid,,,,,,,,,,,,,,,,,,,,,,11%,,1%
White Slipper,Hybrid,4.5,31,The White,Glass Slipper,,,Happy,Euphoric,Uplifted,Talkative,Relaxed,Dry,Anxious,Dry,Dizzy,,Stress,Depression,Pain,Anxiety,Arthritis,16%,,1%
Slimer OG,Hybrid,4.5,34,Ghost OG,White Fire Alien OG,,,Euphoric,Relaxed,Happy,Creative,Hungry,Dry,Dry,Headache,Dizzy,,Stress,Depression,Headaches,Lack,Pain,,,
White Rhino,Indica,4.1,1177,White Widow,North American Indica,Romulan,Cream Caramel,Relaxed,Happy,Euphoric,Sleepy,Uplifted,Dry,Dry,Dizzy,Paranoid,Headache,Stress,Pain,Anxiety,Insomnia,Depression,17%,,1%
Jigsaw,Hybrid,,,LA Chocolat,N/A,,,,,,,,,,,,,,,,,,,,
Jelly Sherbet,,,,,,,,,,,,,,,,,,,,,,,,,
Medellin,Hybrid,4.2,9,,,,,Relaxed,Happy,Euphoric,Uplifted,Tingly,Anxious,Dry,,,,Anxiety,,,,,23%,,1%
Godzilla Blood,Hybrid,5.0,1,,,,,Relaxed,Hungry,Happy,Euphoric,,Insomnia,Lack,Muscle,Bipolar,,,,,,,,,
Napalm OG,Hybrid,4.5,8,,,,,,,,,,,,,,,,,,,,,,
Bubble Mint,,3.0,1,,,,,,,,,,,,,,,,,,,,18%,,1%
Ice Cream Cookies,Indica,4.5,2,Wedding Cake,Gelato #33,,,,,,,,,,,,,,,,,,21%,,1%
Orange Hill Special,Hybrid,4.8,12,California Orange,Orange Bud,,,Happy,Relaxed,Sleepy,Focused,Hungry,Dry,,,,,Insomnia,Depression,Stress,Lack,Fatigue,16%,,1%
Rebel Cookies,,,,,,,,,,,,,,,,,,,,,,,14%,,1%
Schromba,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Hammer Time,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Gemstone,Hybrid,4.8,17,Sour Diesel,Northern Lights,,,Happy,Relaxed,Euphoric,Hungry,Focused,Dry,,,,,Stress,Anxiety,PMS,Insomnia,Lack,15%,—,
Purple Cane,Hybrid,,,,,,,,,,,,,,,,,,,,,,16%,,1%
Jungle Canyon,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Grandma Anderson’s Cookies,Hybrid,4.5,2,GSC,N/A,,,Focused,Euphoric,Uplifted,Relaxed,Happy,Depression,Inflammation,Insomnia,Pain,Seizures,,,,,,21%,,1%
Dark Star,Indica,4.4,262,Purple Kush,Mazar I Sharif,,,Relaxed,Happy,Euphoric,Sleepy,Hungry,Dry,Dry,Dizzy,Paranoid,Anxious,Pain,Stress,Insomnia,Anxiety,Depression,18%,,1%
Orange Velvet Underground,Hybrid,4.3,3,,,,,Uplifted,Relaxed,Happy,Focused,Aroused,,,,,,,,,,,,,
Jack Kush,Hybrid,4.1,36,,,,,Euphoric,Happy,Hungry,Relaxed,Uplifted,Dry,Dry,Dizzy,Anxious,Headache,Stress,Depression,Pain,Anxiety,Inflammation,18%,—,
Blackberry Hashplant,Indica,3.1,27,Blackberry Kush,Hashplant Haze,,,Euphoric,Sleepy,Uplifted,Energetic,Happy,Dry,Dry,Dizzy,Headache,Paranoid,Pain,Anxiety,Stress,Nausea,Migraines,13%,1%,
Double Mint,Indica,4.4,8,SinMint Cookies,N/A,,,Relaxed,Uplifted,Hungry,Euphoric,Sleepy,Dry,Dry,,,,Stress,Fatigue,Headaches,Insomnia,Lack,,,
Las Vegas Triangle Kush,Hybrid,4.8,9,,,,,Relaxed,Euphoric,Uplifted,Happy,Focused,Depression,Inflammation,Nausea,Pain,,,,,,,,,
Jack Jones,,,,,,,,,,,,,,,,,,,,,,,18%,,1%
Cherry Zkittlez,Hybrid,5.0,2,,,,,Uplifted,Relaxed,Happy,Focused,Euphoric,,,,,,,,,,,20%,,1%
Puffin Purple,Indica,,,,,,,,,,,,,,,,,,,,,,18%,,1%
Coco Beach,,,,,,,,,,,,,,,,,,,,,,,,,
Digweed,Indica,4.0,21,Afghani,Sweet Tooth,,,Relaxed,Uplifted,Happy,Giggly,Euphoric,Dry,Dizzy,Dry,,,Pain,Stress,Anxiety,Inflammation,Depression,,,
True Purple Berry,,,,,,,,,,,,,,,,,,,,,,,15%,—,
Wonka Bars #13,,5.0,3,,,,,Happy,Energetic,,,,,,,,,,,,,,26%,—,
Princess’s Tiara,Hybrid,4.7,3,Headband,Cinderella's Dream,,,Talkative,Happy,Energetic,Uplifted,Giggly,Dry,,,,,Depression,Stress,Fatigue,Anxiety,PTSD,,,
Lime Drop,,,,,,,,,,,,,,,,,,,,,,,21%,—,
Garlic Budder,Hybrid,4.0,1,,,,,,,,,,,,,,,,,,,,,,
Confucius Kush,,4.5,2,,,,,,,,,,,,,,,,,,,,31%,—,
Big Black,Indica,5.0,1,,,,,Sleepy,Hungry,Happy,,,Depression,Insomnia,Muscle,Pain,Stress,,,,,,20%,,1%
Blueberry Cruffin,Hybrid,5.0,4,,,,,,,,,,,,,,,,,,,,13%,—,
Seattle Soda F2,Hybrid,4.2,16,UW Purple,N/A,,,Euphoric,Relaxed,Happy,Creative,Uplifted,Anxious,Dry,Paranoid,,,Depression,ADD,Anxiety,Phantom,PTSD,,,
Treasure Island,Hybrid,4.7,26,ACDC,Swiss Gold,,,Relaxed,Focused,Uplifted,Happy,Tingly,Dry,Anxious,Dry,,,Stress,Anxiety,Pain,Depression,Inflammation,6%,10%,
Granny Skunk,Hybrid,,,,,,,,,,,,,,,,,,,,,,27%,,1%
Dragon Fruit,Hybrid,4.4,23,Snow Lotus,N/A,,,Happy,Uplifted,Relaxed,Hungry,Focused,Dry,Dizzy,Dry,Paranoid,,Depression,Anxiety,Eye,Insomnia,Lack,19%,,1%
Hawaiian Cookies,Hybrid,4.5,33,GSC,Hawaiian Snow,,,Relaxed,Happy,Euphoric,Uplifted,Creative,Dry,Dry,Dizzy,Headache,Paranoid,Anxiety,Stress,Pain,Depression,Fatigue,19%,,1%
Buckets,,,,,,,,,,,,,,,,,,,,,,,,,
L'Orange,Hybrid,4.5,11,,,,,Euphoric,Uplifted,Relaxed,Happy,Aroused,Depression,Stress,Anxiety,Pain,Fatigue,,,,,,16%,—,
Pagoda,Sativa,5.0,5,Apollo 11,Appalachia,,,Relaxed,Happy,Euphoric,Uplifted,Talkative,Inflammation,Pain,Stress,Depression,Fatigue,,,,,,16%,,1%
Me Time,Hybrid,5.0,1,,,,,,,,,,,,,,,,,,,,11%,,1%
Pineapple Upside Down Cake,Hybrid,4.5,90,Cookie Monster,Pineapple Trainwreck,,,Happy,Relaxed,Euphoric,Uplifted,Energetic,Dry,Dry,Anxious,Paranoid,,Stress,Anxiety,Pain,Depression,Muscle,21%,,3%
Frumpz,Hybrid,,,,,,,,,,,,,,,,,,,,,,20%,,1%
Orange Fruit Bound,Hybrid,,,Agent Orange,N/A,,,,,,,,,,,,,,,,,,,,
Rainbow Sherbet,Hybrid,4.5,12,Blackberry,Purple Champagne,,,Tingly,Sleepy,Relaxed,Giggly,Focused,,,,,,,,,,,16%,—,
The Cat's Pajamas,Hybrid,5.0,2,,,,,,,,,,,,,,,,,,,,,,
Bubblegum Breath,,,,,,,,,,,,,,,,,,,,,,,20%,—,
Canna-Wreck,Sativa,4.3,4,Canna-Tsu,Timewreck,,,Energetic,Uplifted,Relaxed,Hungry,Happy,ADD,Anxiety,Arthritis,Bipolar,PTSD,,,,,,18%,,3%
Grand Doggy Purps,Indica,4.4,56,Granddaddy Purple,Chemdawg,,,Relaxed,Happy,Euphoric,Uplifted,Hungry,Dry,Anxious,Dry,Paranoid,Dizzy,Stress,Pain,Inflammation,Depression,Anxiety,18%,—,
Ether,Indica,4.4,14,Alien Dawg,N/A,,,Sleepy,Relaxed,Talkative,Hungry,Happy,Dry,Anxious,,,,Insomnia,Stress,Anxiety,Lack,Muscle,17%,—,
North Indian,Indica,4.2,5,,,,,Uplifted,Sleepy,Relaxed,Hungry,Happy,Dry,Dry,,,,,,,,,,,
707,Hybrid,4.3,412,OG Kush,Sour Diesel,Head Cheese,Quattro Kush,Happy,Euphoric,Uplifted,Creative,Relaxed,Dry,Dry,Paranoid,Dizzy,Headache,Stress,Pain,Anxiety,Depression,Nausea,20%,,1%
White Platinum,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Dream Star,Hybrid,4.6,43,Blue Dream,Stardawg,,,Uplifted,Happy,Euphoric,Energetic,Creative,Dry,Dry,Paranoid,Dizzy,,Stress,Depression,Pain,Anxiety,Nausea,14%,—,
Punchsicle,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Fat Banana,Hybrid,4.8,4,,,,,Talkative,Happy,Euphoric,Creative,,Dry,,,,,,,,,,21%,,1%
Brandywine,Indica,4.5,38,Pink Champagne,N/A,,,Relaxed,Happy,Sleepy,Uplifted,Euphoric,Dry,Dry,Anxious,Dizzy,Headache,Stress,Pain,Depression,Inflammation,Insomnia,17%,,1%
Alabama Liquid Snake,,,,,,,,,,,,,,,,,,,,,,,,,
Hubba Bubba Kush,Hybrid,5.0,1,,,,,,,,,,,,,,,,,,,,18%,,1%
Blackberry Cream,Indica,4.9,47,Cookies and Cream,Blackberry Kush,,,Relaxed,Happy,Uplifted,Euphoric,Hungry,Dry,Dry,Dizzy,Paranoid,,Anxiety,Stress,Pain,Insomnia,Muscle,18%,,1%
Powdered Donuts,Hybrid,2.8,4,Orange Cookies,Jet Fuel Gelato,,,Sleepy,Relaxed,Happy,Focused,,,,,,,,,,,,,,
L'Eagle Eagle,Hybrid,4.6,23,,,,,Uplifted,Energetic,Creative,Talkative,Happy,Dry,Paranoid,Anxious,Dizzy,Dry,Depression,Fatigue,Stress,Headaches,Inflammation,,,
Super Silver Bullet,Hybrid,,,Red Rhino,N/A,,,,,,,,,,,,,,,,,,19%,,1%
Santa Cruz OG,Indica,4.8,10,OG Kush,SFV OG,,,Relaxed,Hungry,Euphoric,Creative,Tingly,Dry,,,,,Insomnia,Pain,Stress,Cramps,Depression,,,
